index,commentaires
9,"Grégoire est un hôte prévenant et très agréable. Son logement est vraiment bien situé, à deux pas du métro Cardinal Lemoine. Cependant, je pense que le la literie, et plus généralement l'ameublement de la chambre, méritent d'être améliorés."
9,Grégoire est trés disponible pour l'heure d'arrivée
9,Bravo à Grégoire pour son accueil..
9,"C'est une adresse que je recommande, l’accès à la cuisine est un plus ainsi que le quartier et en plus c'est très calme"
9,Parfait !
9,Superbe logement dans un immeuble typiquement parisien. Grande chambre calme et propre. Grégoire est très sympa et discret. Logement idéalement situé dans le centre de Paris tout en étant proche de restaurants abordables (rue mouffetard) . Je recommande sans aucune hésitation.
9,Chambre agréable dans un bel appartement haussmannien avec une superbe vue sur les toits parisiens.
9,"Le salon séparera votre chambre de celle de Grégoire, garantissant un espace privé à chacun. Très beau balcon, miroir, rangements, lit confortable, tout est à disposition pour un séjour très agréable. Merci mille fois !"
9,"Grande chambre propre et calme avec le plus du balcon haussmannnien du 5°étage - avec ascenseur !- et la vue sur les toits de Paris. Toutefois le lit bas et l'exiguïté de la douche ne conviendraient pas à tout le monde mais pour moi, c'était parfait et Gregoire sait mettre facilement à l'aise.
Je recommande vivement."
9,"Très bon emplacement dans un quartier agréable et accessible.Grégoire est discret, à l'écoute, sait recevoir et fin connaisseur de Paris. Je me suis senti comme à la maison. Grand plus : la vue dégagée sur les toits de Paris ! 
"
9,"Emplacement idéal pour ce charmant appartement. Grégoire est accueillant, arrangeant et très pro. Mis à part l'odeur de cigarette déjà mentionnée, rien à redire ! À recommander."
9,Bel appartement à deux pas du métro et proche de plusieurs lieux culturels.
9,"Chambre très bien située en plein centre, dans une rue très calme"
9,Grégoire est un très bon hôte.  Disponible et toujours discret.  A recommander
9,"très bon emplacement,a coté de la bouche de metro 
Gregoire est un hote à l ecoute , disponible et discret
je recommande cet appartement idéalement situé"
9,"Ravie d'avoir séjourné chez Grégoire qui a été très accueillant. La chambre était conforme à mes attentes, et le logement est très bien situé. Je recommande sans hésiter!"
9,Très bon séjour chez Grégoire qui est très accueillant et sympathique.
9,"Appart grand et fonctionnel. Le charme parisien. Grégoire est cool, nickel pour une arrivée en douceur."
9,"Très bon accueil, j'ai trouvé facilement l'appartement et Grégoire se plie en quatre pour que le séjour soit parfait. Quartier latin, métro à deux pas de l'immeuble, restos ...."
9,"L'appartement de Grégoire est extrêmement bien situé, à proximité immédiate de deux lignes de métro, proche de lieux animés mais parfaitement calme. La vue est agréable depuis le balcon traversant. L'appartement est typique d'un Hausmanien, et la chambre très agréable. Grégoire est parfaitement discret, mais sait aussi prendre le temps d'échanger. Je conseille donc un séjour chez lui. En revanche si vous n'aimez pas les planchers qui grincent, les poignées de portes à l'ancienne, si vous avez besoin de mettre de l'eau partout quand vous vous douchez, je vous le déconseille. ça fait pourtant partie du charme des appartements anciens, et moi c'est exactement ce que je cherche. "
9,"Séjour fort agréable.
 Grégoire s'est organisé pour me remettre les clés à l'heure d'arrivée que j'avais choisie, de même pour mon départ, il s'est organisé pour m'éviter d'avoir à trimballer mes bagages toute la journée.
Logement agréable, chambre spacieuse au cœur de Paris et au calme!
à refaire...."
9,"Grégoire est très accueillant et très discret, la chambre est spacieuse et très sympa, l'appartement est fonctionnel et très propre. L'immeuble est calme et le quartier offre de nombreuses possibilités.
Je me suis sentie très vite comme chez moi :-)"
9,"la chambre est correspond à la décrite. La nuit est relativement calme dans ce quartier.
Grégoire est sympathique et agréable. C'est un bon endroit pour reposer après le cours. "
9,"J'ai très bien été accueillie, Grégoire est une personne sympathique. La chambre est calme avec une jolie vue bien dégagée. L'appartement est dans un quartier très central et agréable. "
9,"Accueil très cordial et tout était très clair sur les conditions. La description de l'appartement correspond bien.
Très bien situé.
Grégoire est toujours disponible pour fournir des renseignements et de bons conseils de restau ou visite. Hôte également très discret.
Je recommande."
9,"Grégoire est accueillant et sympathique. Appartement propre. Chambre spacieuse et lumineuse. Très beau quartier à proximité des commerces, transports, parcs ... Merci!"
9,"Chambre agréable et très bien située, accueil sympathique, flexible et réactif !"
9,"Grégoire est très réactif et répond à vos questions, demandes de conseils sans aucune hésitation. Le logement est très bien placé et le quartier est agréable. 

Très bonne expérience."
9,Très jolie chambre privé pour une personne.
9,"J'ai beaucoup apprécié mon séjour chez Grégoire. Le check-in a été très facile, son appartement est super bien situé, la chambres est lumineuse et Grégoire est très accueillant. Son attitude a été très rassurante pour moi. J'ai séjourné chez-lui lors du début du confinement lié à la crise du COVID 19 et je me suis senti en sécurité chez-lui. Je recommande."
9,"A recommander ! Check-in très sympa, bel appartement avec beaucoup de charme, joli quartier et accueil exceptionnel."
9,"Gregoire est hyper gentil, il a un grand sourire. Le lieu est hyper facile a trouver. Il m'a donne plein de l'information qui m'aide beaucoup.  Je souhaite que habiter chez Gregoire une autre fois."
9,"Gregoire est un hôte très attentive est sympa, la 
location est super! à reccomande!"
9,"L’appartement correspond à la description et il est très bien placé dans le Quartier Latin. Grégoire est très disponible et discret, merci Grégoire!"
9,Personne très sympatrique et accueillante. L'emplacement est vraiment parfait.
9,Grégroire est d’un sérieux hôte . amicale . chaleureux
9,"Emplacement idéal.  Chambre spacieuse et tres propre.  Bon lit. Rue calme. Gregoire est un hote sympa, attentionné et calme. Parfait séjour pour moi."
9,allez y les yeux fermés
9,c'était mon logement préféré pendant mon séjour en France. Le quartier est très calme mais très proche du métro. Grégoire est très gentil et il a rendu mon séjour très facile.
9,Tres joli appartement et host sympa mais un fumeur etait la avant ma visite
9,Beau beau beau!
9,Second séjour chez Grégoire et tout s'est très bien passé encore une fois! Grégoire est très chaleureux et disponible et la chambre est très bien. Merci!
9,"Très bon space dans une location parfait . Gregoire connaît chaque coin de Paris , il aide toujours avec des bons tips . Il a été flexible aussi avec l’horaire pour revenir après pour mes bagages :)"
9,"bon endroit, bonne communication"
9,"Grégoire est très sympathique et acueillant!
La chambre était propre et top dans un bel appartement et immeuble, une rue calme et un chouette quartier idéalement situé!
Je recommane fortement et reviendrais avec plaisir.

Grégoire was a very friendly and welcoming host!
The room was clean and great in a beautifull flat and house, a quiet street and a nice neighbourhood ideally located!
I strongly recommand and would come back with great pleasure."
9,"Très central, ok pour flâner dans les grandes avenues !"
9,"Un chambre simple, propre, bien localisé près de UPMC. Comme indiqué dans l'annonce, il ne faut pas attendre à un chambre non-fumeur, mais je ne fume pas, et je trouvais cela supportable. Grégoire était sympathique et a bien communiqué pour s'organiser. Il a recommandé un très bon resto Vietnamien dans le coin. Il ne faut pas s'attendre à un chambre de luxe, mais pour le prix c'était excellent, avec tous qu'il me fallait.

A simple clean room conveniently located next to the UPMC university. As indicated in the posting, don't expect a non-smoking room, but I'm a non-smoker and I found it tolerable, if not ideal. Grégoire was friendly and communicated well for the planning. He recommended an excellent Vietnamese restaurant in the neighborhood. Don't expect a luxury room, but for the price it was excellent with everything needed."
9,Emplacement parfait dans le 5e. Hôte accueillant.
9,Le logement le meilleur où j'ai habité à Paris!
9,"La localisation de l'appartement est très bonne, près du Phantéon. Il y a beaucoup de restaurants et cafés dans le quartier. L'appartement et sympa, malgré petit. Je n'ai pas eu de problème. Bonne expérience!"
9,"L'appartement est très bien situé, idéal pour les amoureux du quartier latin et de la littérature ! Chambre propre avec une belle vue, et Grégoire est très serviable :-)"
9,Un tout grand merci à Greg pour son accueil et son dévouement quand un pied de votre lit est un peu bancale :)
9,Super emplacement ! Endroit très chic et très calme. Je recommande. Grégoire est très attentionné et facilite le séjour.
9,"Quartier charmant autant que l'appartement, l'accueil également!"
9,"Grégoire est un mec super sympa et son appart est super propre et stylé 
Si vous aimiez rester à Paris avec votre rythme, n'hésitez pas à le contacter :)"
9,"Très bon emplacement, central et proche des transports"
9,"Appartement très bien situé, hôte accessible, grande chambre, sympathique balcon, peu bruyant. "
9,"Très belle chambre, hôte très sympathique, accueil chaleureux ,séjour très agréable.
Mon seul souhait est de revenir en octobre.
A bientôt"
9,Chambre agréable située dans un super quartier: à la fois calme et proche de tout! Greg est très tranquille. Je recommande!
9,"Amazing place to stay in the Quartier Latin ! Grégoire is a great source for local food joints and wine bars, make sure to get recommendations from him!"
9,"This place is not recommended at all!!
The photos are inaccurate 
The place was a complete mess, stinks everywhere, full of dust and hair!
No bed, the mattress is simply on the floor.
The photos don’t show the actual state of the apartment!!

I left the place and went to a hotel!"
9,Great !
9,"The location of this place is perfect.  very central and in one of my favourite neighbourhoods in Paris. The place is just how it is described. The room is large and comfortable, with everything you need, it has a small balcony which makes it even better. I was not there for vacation, I needed a place quiet and private because these were very stressful days for me (student life), and the place was perfect for it. For someone on vacation is even better, this is a very good location in Paris.  Grégoire had every room super clean as well, that it's  something I really appreciate. I totally recomend it."
9,"Great host communication, location and neighbourhood. Grégoire's apartment is exactly as described and perfect for a solo traveller looking for an easy and convenient place to sleep."
9,"Greg is a very friendly & uncomplicated host. Beautyful apartment. Had a very pleasent stay. Many, many thanks !!"
9,"Gregoire was very nice. I didnt see him much as i spent most of my time outside. Place is very central, in a very nice and touristic area. The apartment is a nice and old parisian apartment. Walking through the apartment is a bit noisy due to the original parquet floor, but i still didn't hear gregoire in the morning.
Room is spacious, bedbis small, but you don't need anything bigger for one person.
My overall stay was nice. It was my first time in a private room and i did not feel uncomfortable nor interfering with the host's privacy as we each had our space.i would defenetly recommend this apartment."
9,"My stay in the apartment was great. Greg was very friendly when I first arrived and explained everything in detail, and then basically gave me all the space I wanted. The room is large and has its own balcony, which is nice, although it was too cold to take advantage of it when I was there. The neighbourhood was very convenient, many bakeries and grocery stores right down the street, two metro stations within a block and walking distance to many things."
9,"It was my second time staying there and Grégoire was super kind like the first time. Thank you for giving me such useful advices for travelling, helping me feel safe during my trip, and thank you for the treats. "
9,"----中文评论在下面----
The place was in a safe area and conveniently located, full of pupils and students. I got to the place from the airport by RER B without any problem and got around quite well.

The host was quite accommodating, he let me put my luggage in before the check-in time, which would solve a huge problem for you if you arrive early. 

The room was very comfortable and has adequate things. For example, the fire place acted perfectly as a dressing table and there were enough slots for me to charge my devices. The toilet, the shower, and kitchen were clean and arranged. I felt like I had all of those for myself when I was there at night, the host really respects your privacy. 

If you need travel advice, Greg is very willing to help you. Also, I was able to chat with him for a bit which was super awesome and inspiring.

单身女生自助游可以选这里,很方便,很安全｡屋子虽然不是五星酒店但是很简单齐全,周围很文艺很唯美很有书卷气息｡周围都是大中小学｡从机场坐捷运b线到卢森堡公园下再拉行李虽说不轻松但绝对没问题,我拉了一个大箱子和大双肩包｡

房间住的挺舒服,壁炉上面的台子有个镜子可以当梳妆台｡桌子下有插头充电很方便｡

房东人属于高冷内心暖男类型,永远不会打扰你｡想问问题他甚至会给你认真用纸写下来｡会点法语的朋友可以和他聊天,会很有收获的｡

"
9,"Bien reçu, comfortable et bien situé au quartier latin. Greg was very accommodating and helpful. Offered recommendations for restaurants not far from the flat. Wish I could have stayed for longer! Merci et bonne continuation."
9,"Great location, great hospitality!"
9,Excellent location only seconds from the metro. Very spacious room with a lovely balcony.
9,"Grégoire’s place was very nice, had a lovely view, balcony and all the essentials! He was very welcoming and offered tips about the area. Thank you for having me!"
9,It was absolutely perfect- no faults!
9,位置很棒
9,"Is situated in a very good place, the room is nice and confortable, is not just perfectly clean, Gregoire  is polite and taking car"
9,"The room has an amazing view and a lot of character. I only spent one night but Grégoire was an excelent host,  very quick to answer questions and gave some amazing suggestions for food and visiting the surrounding areas. Recommend the room wholeheartedly for anyone visiting  Paris."
9,Grégoire ist sehr hilfsbereit! Die Atmosphäre von Raum gefällt mir sehr. Ich empfehle das!
9,"Delightful appartment, host and neighborhood. It’s close to the Notre Dame, there is a subway station just a few steps away. Loved my time there."
9,"Beautiful spot, excellent host, a real gem!"
9,Amazing stay! Great location! Great room. The host is very communicative and nice. The place is very clean :)
9,"Great place to stay for a few nights in Paris. Great location, close to Our Lady of Paris Cathedral, Louxembourg Gardens and right in the middle of the Latni Neighbourhood. Gregoire is the kindest host, easy to communicate with and very respectfull with your privacy."
9,Un host muy amable y una muy bella habitación en un excelente sitio. 100% recomendado
9,nice stay
9,"Gregoire is a great guy with good local tips, and the room has a killer view+balcony"
9,"Very nice place, the view is so cool and it’s 10 min walking from the main tourist spots. I totally recommend :)"
9,"Charming and cozy room perfect for a young professional or student. Quiet and suitable amenities for working such as coffee machine, full kitchen WiFi. Awesome rooftop view and and incredible shower! There’s a wide array of grocery store choices nearby and the cathedral and zoo are a short walk away."
9,Although I got to Paris really late (3am) he still received me and everything was great. In the next day I reserved it again. The location is perfect and Grégoire is really nice.
9,"Greg was an amazing host, He was  so gentle and careful about the details.
Location of the apartment is great!"
9,I had a great stay at Grégoire! A beautiful apartment in the city center. He was nice and welcoming! The room is big and has a stunning balcony.
9,"Great place, in a great location. The room is simple but all you need a base whilst in Paris"
9,Nice and centric place to stay.
9,"The apartment is quiet and at a good location, close to several Metro stations, Notre Dame, Pantheon, and Paris 6 University."
9,"Excellent location, very clean and comfortable room, I very much enjoyed it"
9,"Grégoire's apartment is in a very convenient area of Paris, with a great vibrant atmosphere. You are very close to the river and to fantastic sightseeing, and there are many nice cafés and restaurants at walking distance.
Grégoire is a very kind host and was extremely helpful in arranging a late evening check in for me."
9,The host was fantastic and the studio was exactly want I wanted for my experience. It is in the heart of a vibrant and cultured part of Paris. I would recommend it to everyone looking for a retreat for themselves.
9,"Grégoire’s place is excellent, and situated at the very heart of Paris. A must if you want to have a Parisian experience. The room is lovely and Gregoire himself a great host who ensured everything was fine. Grégoire made sure to provide excellent local suggestions for food too. Overall, a great stay and a fantastic experience. Ilook forward to staying at Grégoire’s place when the wind brings me in again in Paris."
9,"Grégoire is a nice and friendly host, and the room is simple but sufficient. My favourite thing is the location. The area around the flat is great with good access, bars, cafés and restaurants"
9,"Great place, great location, Grégoire is very nice."
9,"Pick this place! Perfect location, kind host, everything you need for « un pied a terre » in Paris! 

Others mentioned the smell of cigarettes to be a bother - I agree with the the host - you would have to be very sensitive for it to affect you much. :)"
9,Gregoire é um ótimo anfitrião. Ele foi muito gentil e deu todas as dicas sobre a casa e sobre os pontos turísticos mais próximos. Ele tbm é muito reservado e te deixa com total privacidade. A localização da casa é excelente e tem estação de metrô na esquina.
9,"For the price, this was a great deal. Very good location, friendly communicative host, private room with independence and overall clean house and room. I'll note one thing people should be aware of - there is a slight smell of smoke in the room - one recent reviewer did mention it, but I'm surprised nobody else did, so I wasn't sure if this was a recent issue or not. It wasn't a big deal for me since I'm not too sensitive to it and I was only there for one night, but folks should be aware and ideally the smell can be removed/cleaned up."
9,It’s a great spot to crash for a short period. Well located close to the metro. Grégoire is amenable
9,예약하고 파리파업때문에 이용은 못했습니다
9,"Appartamentocomodi per posizione, veduta i paragonabile alla mattina e al tramonto. Greg è molto simpatico e mi ha consigliato alcuni locali dove mangiare perfettamente in linea con ciò che cercavo! Bellissimo soggiorno."
9,"Grégorie is very friendly and helpful. He welcomed me personally and showed me everything I could possibly need in the apartment. He was a very quiet host, which I really like. 
The apartment was really nice and clean. It also has a wonderful location— close to Notre Dame as well as lots of food stalls. Especially, the crepes are very delicious.
I would recommend this apartment to every single traveler in Paris."
9,Great place!
9,"Grégoire's place is in a great location, very comfortable and quiet."
9,하루만 있었는데 아쉬웠어요
9,I have been using Airbnb for more than 8 years and all over the world and I have never experience this issue. The smoke and the smell of cigarettes was overwhelming all over the apartment. I had to sleep with the window open in 33 degree weather because the smell was so bad. The next day I wake up with a big headed and cough. Gregoire seems like a nice guy and I don't have anything against smokers but this place is unfit for hosting.
9,"i cannot say enough good things!! Grégoire was so accommodating as soon as i arrives; i was given a thorough tour and made to feel right at home. the space itself was so lovely, with a balcony overlooking a perfectly Parisian street. perfect for solo travelers!"
9,Wonderful apartment !
9,The place is very near to two subway stations and it is very useful for mobility in the city. Grégoire is a super friendly and discrete guy. An important tip is that if you have allergy to cigarette smoke you may be disturbed in your stay.
9,Greg’s place was amazing ! Such a nice Parisian flat and the location is prime I can get anywhere in Paris from his flat!! Love it and I highly recommend it!
9,"Gregoire was an amazing host! Easy appartement to find and the directions given were on point. I didnt stay long but the place is well divided and you have your own space. All in all it was an nice stay, clean and well situated."
9,"A good space with view over Paris.  Bed on the floor. Kitchen at hand. Nice hot shower with clean towel. I was received very kindly by Greg, who lives at the same house.  Nearby metro station at 50 meter.  Elevator to the 5th floor. My two night stay in Paris was well and I slept good."
9,場所的に便利な所｡
9,"地理位置很好非常好,楼下很多小酒馆和中餐药妆店｡门是全部不能锁的,房间厕所浴室都无法锁,但是房东会充分给你隐私不打扰你,电梯一次只能进入两个人｡性价比很高,带阳台,适合抽烟的人"
9,Great location and spot for a quick stay in Paris!
9,ﾊﾟﾘのほぼ中心にあって交通の便が良く､静か｡
9,"Good spot for a quick affordable night in Paris. Thanks to Gregoire who was friendly and explained everything. Good location, close to the tube, perhaps the slight feel of a bachelor pad and a smoker's den, but otherwise fine all round."
9,"Grégoire's place is in a wonderful central location in Paris. He is a kind and gracious host, and very happy to help with any questions you may have. The room was perfect for a solo traveler and will definitely look to stay again next trip to Paris!"
9,"It’s a really nice location near two metro station, you can go everywhere easily. Greg is a very warm and enthusiastic person. I had a great time here to enjoy my Paris trip."
9,"1､Grégoire is very nice and makes a very detailed description of his house.
2､The house has a very convenient position and has a wonderful view."
9,"房间很宽敞,房东很友好｡也很安全,但房间门没办法上锁,没有电吹风,其他都很好"
9,very wonderful experience. Excellent location. Clean and comfortable room. I will recommend to my friends.
9,"It was an amazing experience, one of the best stays ever. Grégoire was so kind, welcoming and communicative. Nothing was too much trouble for him. It's a beautiful place, with a balcony with lovely views over Paris. Very well located, near two metro stations. Very quiet and clean. It's a great place for smokers to stay - for me as a smoker, it was ideal. Many thanks Grégoire and I hope to stay again!"
9,Great location in the heart of the Latin Quarter. Gregoire is responsive and friendly.
9,"The location is amazing - metro is right around the corner, lots of restaurants and pretty area. 
The room was ok and seemed clean however bathroom (floor) and kitchen (from handles to teapot) were quite dirty and greasy. 
It’s not possible to check in without the owner, so when I said I will be able to arrive after 8:30, Gregoire said he will be waiting for me until 9:15 tops because it’s Saturday and he might wanna go see some friends. I think this is unacceptable response as there might be delays in traffic/airport and if the host hasn’t figured out the way to check in his guests without being present in the apartment, he has to adjust his schedule to guests’ needs - he takes money for that in the first place. 
Also, apartment and everything in it has cigarette smell. 
But on the bright side, he gave me some nice tips when I arrived about what to do around the area."
9,Wonderful location and all the iconic Parisian touches in abundance as well as 2 metros close by. Only complaint was bed was a matress on floor but loved everything else about staying at Gregoires place.
9,"Grégoire's appartment is very nice and located in a   safe neighborhood. Most importantly, it is very close to RER B ( airport train ). You can also walk to the Pantheon, the quarter latin and other attractions. I definitely recommend this apartment."
9,"Can’t top this location. I literally walked everywhere, although it’s seconds away from 2 metro stations. The room is quite large for Paris, and the balcony is lovely. There’s an elevator which is a god send! Quite a lively area so you get some noise at night but really the neighbourhood is phenomenal. Greg was very helpful with specific check in instructions and also very respectful of privacy. Absolutely recommend!"
9,"Very good location, big room with adorable balcony and Greg was super nice and welcoming! Would definitely recommend his place."
9,"Gregoire was kind and welcoming during check-in when I arrived. We only met once while I was there. I asked for privacy so I could sleep off my jet lag, and he made that happen. In fact, I had no idea when he was there and when he was not. The apartment is safe and cozy. I enjoyed waking up and going to sleep in a room with a gorgeous view and lots of fresh air each day.  No hesitation about staying there again. It really is the perfect place for resting after a long trip and having a central base from which to explore Paris."
9,"Grégoire é uma pessoa super tranquila e a hospitalidade foi ótima. 
Estava com receio, pois foi minha primeira experiência no Airbnb, mas no final tudo ocorreu muito bem! Apartamento super bem localizado e quarto com uma vista maravilhosa. Próximo ao metrô, o que facilita nos deslocamentos, mas também é possível fazer tudo andando, uma vez que o flat fica próximo de alguns pontos turísticos."
9,Everything was correct.
9,"Greg was an excellent host! He welcomed me very friendly and showed me everything. We ended up talking for like 20 minutes on the balcony of the room I was staying in! The room was very (!!!) tidy and clean, very minimalistic, but everything you needed was there! He gave me a lot of tips on how to spend my time in Paris and everything he recommended was really good! I would definitly stay again in Gregs appartment! He is a great host!"
9,It is a nice experience to be in Greg’s home. The location is great. The street is calm. Beautiful view from the balcony.
9,"The apartment is very spacious, comfortable, and in a very convenient location. Grégoire had many recommendations and is very friendly!"
9,Absolutely amazing! Would stay again!
9,"Muy buena ubicación, una zona muy segura, a 50 metros del metro. La  habitación esta muy bien es espaciosa  y luminosa. para 1 persona súper bien.  El colchón es cómodo."
9,"Very good! The room was clean and spacious. The location is excellent, lots of restaurants, bars etc in the area. Greg was very helpful and friendly and was quick to answer any questions."
9,The location is perfect very close to the subway station
9,The host was kind and helpful. Location right outside was the metro.  Didn’t use the feather pillow . There was another one. No worries here. Would definitely stay again:
9,I had a great stay in Paris at Grégoire’s place. It was a great place with a great location and a great price!
9,"Gregoire was an excellent host, his place is charming and clean. It is a very simple space: I lacked a washcloth, a lighter blanket for my bed, and the luxury of a fan... but had confirmed that I could not expect amenities such as a hairdryer. The location, price, and ease made it all worth it."
9,Highly recommended! Really nice and warm apartment. Good location and beautiful view from the balcony.
9,"The place is super convenient and safe. Only 100 m from the subway station “Cardinal Lemoine”. The road in front of the apartment is always bright with lights. When I checked in, Grégoire explained very kindly and briefly with warm hospitality. After that, I could use the room very flexibly as if it were my own room. I will definitely book when I visit next time. Thank you very much, Grégoire!"
9,great location.Greg is nice person.
9,"Grégoire was an excellent host. His apartment was beautiful, and in an incredible location. I recommend anyone visiting Paris alone and needing a place to stay to stay with Grégoire!"
9,It is a good place and Grégoire is quite a nice guy.
9,Everything was as expected. Great location.  Easy access to Metro.  Grocery store right around the corner.
9,Muy buena ubicación. Espacio grande para ser París. Dueño muy silencioso. No se oía música ni ruidos externos. Muy cerca de los metros. Mucho olor a cigarrillo todo el tiempo
9,"super clean, the balcony is amazing. best airbnb experience ever."
9,"Grégoire’s home is great - perfect location to see Paris by foot, and Greg is such a great host."
9,"Grégoire’s place is amazing,  I wish I could have stayed for longer. His studio has a warm and rustic feel about it which I loved. Grégoire was really friendly. He showed me around the place and gave me local recommendations which I found to be really useful. The place is very close to some popular attractions and is at walking distance to the river Seine and Notre Dame. I definitely would stay again. Thanks Grégoire."
9,"Great location, great room , great host .. would definitely stay again when I next visit Paris"
9,"Grégoire's place is amazing. You are at a short walk from the most famous Paris monuments such as Pantheon and Notre Dame. The Latin Quarter neighbourhood it's a really nice place for restaurants, boulangeries!! and it's very safe at night. The view from balcony of the room it's beyond words and Grégoire it's a very pleasant guy. I totally recommend this place :)"
9,GREGOIRE'S PLACE IS VERY CONVENIENCE AND CLOSE TO METRO STATION. IT TAKES LESS THAN 20 MINUTES TO ALL FAMOUS PLACES IN PARIS DOWNTOWN. THERE ARE SOME BARS AND RESTAURANTS NEAR TO HIS PLACE.  GREGOIRO IS NICE GUY.HE GAVE ME SOME SAFETY ADVISE WHEN I GO TO THE TOURIST AREAS.
9,"地下鉄の駅からすぐにある眺めのよいｱﾊﾟｰﾄです｡とても雰囲気のあるｴﾚﾍﾞｰﾀを使用します(荷物が大きいと大変かもですが､一人旅なら問題ないでしょう)家主のｸﾞﾚｯｸﾞ氏はﾌﾚﾝﾄﾞﾘｰでとても親切な方でした｡
近くには大学があり､週末の夜中は学生が騒いでいますが､特に危険とは思いませんでした｡またｱﾊﾟｰﾄの目の前は静かな通りです｡大学の近くには漫画を売っているお店があり､夜遅くまで繁盛していました｡

ｷｯﾁﾝで食器をお借りできるので､近くのｽｰﾊﾟｰで食材やﾜｲﾝを買ってきて､そこで生活をしている気分を味わえました｡
一人旅の最高の体験でした｡"
9,"This was my first airbnb experience and it went perfect! Gregoire was super friendly, he showed me the place, then gave me recommendations of where I could go, and then gave me Independence the whole time. The place is very easy to find, just a minute away from a metro. Its about 10 min away from Luxemburg Garden, where I got off from the RER train from the CDG airport and I walked. It is a lovely walk to the Notre Dame and Seine. The room is very spacios and you have access to the kitchen. I loved the balcony, it was great to wake up and be at the window. Thank you Gregoire!!"
9,"good location, convenient and safe. balcony view is great."
9,"La ubicación es inmejorable, a unos pasos de Notre Dame, es fácil llegar a cualquier punto de la ciudad pues tiene dos líneas del metro muy cerca y en realidad se puede ir caminando a todos los sitios cercanos al Sena. Altamente recomendable. La habitación tiene un balcón con una vista genial de la ciudad. Cuenta con todos los servicios y la comunicación con Greg es rápida. Lo único que no me gustó es que huele mucho a cigarro, pero fuera de eso es altamente recomendable, sin duda volvería a hospedarme aquí"
9,"This is a no-frills place to stay, but the price, location, and balcony view definitely make it worth it!"
9,Classic Paris apartment with a balcony!
9,"Gregoire's place is in a fantastic location just 10 minutes walk to Notre Dame. There is one metro stop just 2 minutes from the front door and another from another line just 3 minutes in the opposite direction, giving you great metro flexibility. There is also a great patissarie  just one minute from the front door. I went there for an affordable breakfast/lunch every day. The 5th floor balcony is also a very nice touch and a great place to sit if the temperature allows. On the negative side, the decoration in the room and elsewhere is spartan at best. The bed is on the floor with no frame or headboard. And there is noticeable cigarette smoke smell throughout."
9,"Clean and lovely place with a nice view, close enough to the tourist spots :)"
9,"beautiful place. close to two metro stations. and most of everything is within walking distance.  he is quite respectful of your privacy. it is, like he says, like you have your own space. i had a beautiful however brief stay."
9,"Fantastic location, very safe, 1 min walk to metro, 10 min walk to Norte dame. Couldn’t be better. Apartment was simple but stylish and clean enough. Great shower and beautiful balcony. Gregoire was nice to chat with, he lives there too but his room is on the other side of the house so it feels like you have a lot of privacy and you don’t hear each other. I would definitely book again the next time I’m in Paris."
9,Greg is a wonderful host. Very knowledgeable about the area and provides a clean and cozy space. The balcony is a nice little nook to relax on before or after your day. The flat is not too far from a  big beautiful park and is surrounded by tons of cafes. The tourists traps aren’t too far away but far enough that you can get lost in the alleys of the Latin quarter and instantly be transported to another time. Would definitely come back!
9,"位置好,很安全"
9,"It’s in classic style apart in center of Paris. I was surprise about hospitality! I’m of course recommend it place and host! If u see that’s place not busy by someone, book immediately! "
9,"Located at 3 mins walk from either metro 7 or metro 10.
Private room but the host lives in the apartment too."
9,"almost perfect in terms of tourism route, convenience of life, and comfort of accommodation. easily find a metro station if go downstairs. the lovely room with a balcony stuns everyone always."
9,"Gregoire is a welcoming, humorous host. He was available for all my pre-arrival questions and accommodating to my request to drop my bags of earlier. 
This is a smokers venue - I missed that detail when booking. The bedroom and common areas needed regular airing."
9,"El departamento de Grégoire se encuentra muy bien ubicado, a pasos de dos estaciones del metro. Desde alli pueden recorrerse las zonas turísticas e incluso algunas a pie. El balcón tiene una hermosa vista."
9,"Grégoire ist sehr freundlicher und hilfsbereiter Gastgeber. Die Wohnung ist spartanisch eingerichtet, was mir gefällt. Würde wieder hier absteigen."
9,"Greg's place was perfect for me, great central location and all the basics covered. He was easy to communicate with and the room is cozy!"
9,"I was looking for 2 very important things for my first trip to Paris, and this place delivered on both: a lovely view from a balcony and a super cool neighbourhood. I couldn't have stayed anywhere better!"
9,Greg’s place is in the city center and only 2 mins walk to the metro. The neighborhood is incredibly safe even if you come back at late night. Greg is considerable and friendly. He even help me lift my luggage cuz the lift was broken. Thank you Greg
9,"Grégoire’s place was in a perfect location, between 2 subway lines and an incredible boulangerie. The balcony offered a beautiful view; the room itself is simple with a bathroom and WC across the hall for private use. If you are hoping to spend a lot of time in your room, you might want something with more amenities (this is recommended for solo travelers only), but if you are hoping to sleep in a safe location and explore Paris otherwise, this is the place for you!"
9,"Greg is a very welcoming, intelligent and nice person, who would take his time to introduce the area to you. Also the apartment is pretty beautiful. Unfortunately Greg had a renovation in his bathroom/toilet on one day of my stay. There was also a huge renovation in the neighbours' appartment all the time. In such case I'd recommend to inform the guest upfront. Also a little bit weird was the fact to offer the towel of the previous guest because the new one wasn't washed yet. Hmm, maybe this was a misunderstanding. Anyways, afterwards I was sad that I didn't book a hostel or hotel instead. 
Greg is mentioning this in the rules, I wasn't paying that much attention, my fault: be aware - it is a non plus ultra smokers apartment!"
