index,commentaires
1,Très belle adresse
1,"Très bel accueil, endroit très calme.
Hôtesse très disponible et à l’écoute.
Un peu déçue par le petit déjeuner il n’y a pas beaucoup de choix.
"
1,"Très beau cadre au design atypique et original, bon rapport qualité/prix "
1,"La chambre est magnifique, la salle d bain est nickel, la literie est parfaite  : FONCEZ ! "
1,"Sejour au top ! Accueil très sympathique, très bon rapport qualité prix 
Parfait pour une nuit en amoureux"
1,Le séjour etait super merci
1,Propre et reposant
1,"J’ai apprécié le séjour, adresse à retenir !"
1,Magnifique Boutique-Hotel
1,Hôtel au top. Dommage pour les horaires pour accéder au jacuzzi..
1,Bon séjour 
1,Très bon accueil à toute heure et réponses aux questions pratiques. Emplacement idéal pour des balades dans Paris. Quartier calme. Possibilité d'avoir un parking juste en face et accès facile à des endroits sympas où manger... À renouveler sans problème pour nous en cas de déplacement sur Paris. Merci à  toute l'équipe !
1,Chambre correcte et acceuil sympathique. Nous recommandons.
1,"Belle hôtel, dommage qu’on ai pas pu profiter de l’espace bien être car nous somme arriver après 22h, je recommande"
1,"Hôtel charmant, cosy, très propre. Les équipements fidèles au descriptif. Endroit idéal pour poser ses bagages et visiter la capitale. Métro à proximité, parking gratuit le week-end dans le quartier. Merci Camille pour votre accueil chaleureux. Nous recommandons sans hésiter."
1,Très bel appartement tout est propre la déco est moderne et original. Très bien pour les couples comme nous ambiance cosy et romantique.
1,"C’était parfait, je vous le recommande fortement"
1,Chambre propre au 2eme étage.
1,Hôtel qui a plus que répondu à mes attentes top !
1,Très bon accueil et très belles chambres
1,Merci pour votre hospitalité. Nous avons eu un excellent week-end à l'hôtel.
1,"Très bonne nuit lit confortable, propre et personnel très souriant"
1,Super
1,"Atypik is a nice, smart hotel.
One of my favorite in Paris!
Everybody is so sympathetic and helpful!
A great place to stay!"
1,❤️❤️❤️
1,Very helpful people
1,Great hotel at a great price. Really close to public transport links too!
1,This hotel is awesome! Just make sure to bring your swimsuit with you if you want to use the jacuzzi.
1,"This hotel is adorable and the rooms are very cute. The only thing that was unexpected was that the room in the photos is definitely in it’s newly renovated state, and there’s a ton of wear and tear on the floors, and a little in the bathroom shower. Not bad though and it was still very clean, so it wasn’t a problem. Easy to get to as it’s right around the corner from the metro 13."
1,Great place to stay at for a business traveler
1,The hotel itself was great.  Highly recommend if you plan on traveling by metro - Uber/taxi to Sacre Coeur (the closest tourist sight) was €16.
1,Great place. Really enjoyed my stay.
1,Amazing hotel!
1,The place is nice. Better than what I expected. It is a bit far away from the city center but i liked that as it is situated in a more quiet neighborhood.
1,Nice
1,"It was a great place to stay, easy access to Metro, wonderful people from staff, peaceful for sleeping"
1,The hotel was great value for money and in a really convenient location.  We enjoyed our stopover and had a good night sleep!
1,"This place was amazing! Around the corner from the metro stop, amazing place, so comfortable and a great value. Wish I stayed here longer!"
1,"I very much so enjoyed my stay with Atypik Hotel. The staff was eager to help answer your questions and provide you with an easy check in and check out process. You should be aware that clichy is a little ways away from main tourist attractions however, all are easily accessible through the metro station which is close by. The rooms are quite small, although they worked just fine for my friend and I. I felt very safe and content staying in this place, and would highly recommend for people to look into booking!"
1,"A decent place, room was clean, near the metro, generous check out time, staff speak English, breakfast a bit pricey but overall a safe place to stay. Recommended."
1,Perfect for traveling and seeing the city!
1,It was easy to Metro and quick to find and amenities really great too
1,"Here is the only hotel where I was satisfied in Paris area. 

The accomodations in Paris are normally notorious for expensive, not clean, and unkind hosting.

Here Atypik Hotel - reasonable price, clean, good location (very near by metro 13 station), and kind perfect hosting. My travel was too busy to experience the wellness service, probably it must be great."
1,"A lovely neighborhood, comfortable & Beautiful place, close to paris city Centre through the metro. Overall outstanding stay"
1,"This place was perfect for my needs. The staff especially Catherine were very friendly and helpful. This place is outside of the city but very close to the metro station so getting around is easy. It's also 2 blocks from a great Sunday market. The neighborhood this is inside is also charming there are parks, cafes, etc if you dont feel compelled to head into Paris. The bed is good sized but the rooms are tiny, but as a solo traveler it was perfect for me. Anymore than one person would probably feel squeezed though. The shower is so small that it's impossible to shower without getting the entire floor wet. I would happily stay here again."
1,Great space
1,This little hotel was a very nice place for us to lay our heads.  My boyfriend and I stayed one night. The 24hr reception is really nice because it makes you feel safe. The location was very close to the metro. We didn't really explore Clichy too much but it felt safe walking to and from the metro. The shower was a bit tiny but it sufficed and the bed was very comfortable. I would recommend this to my friends if they were visiting Paris.
1,This was a great stay. I should have stayed here in the first place! They were very flexible upon my arrival and with the check out as well. It was a little far outside of downtown Paris but not too bad. The room was very clean and the bed was comfortable. They accommodate they’re guest well. I will definitely stay here again in the future.
1,"The place was clean and had one of the best hotel mattresses I have slept on, staff was very helpluf and freandly, and is located close to metro station, the only negative was the breakfast."
1,Great place for a fair price
1,Amazing hotel and spa! Super close  to the tube and realy easy to get to the center of paris !❤️
1,I absolutely loved staying here and will stay again when I return. The young lady at the front was very nice and helpful. She answered all my questions gave me tips and looked some up when she wasn’t sure. Checked to see if she could get me in early since I was earlier than expected. Room is perfect for 1-2 people size wise and it was spotless. Only con is that it’s a bit of a drive to Paris but not bad at all and it was disclosed prior. Overall 5 stars.
1,A nice boutique hotel with personalised service. Nice ambience and friendly service.
1,Tolles Hotel! Schick und gemütlich.
1,"Great stay, not too far from the center"
1,Beautiful hotel great location
1,Lived up to the expections shown by the description of the hotel. Would happily stay again!
1,Exactly as described
1,Great location! The room was spacious and comfy. great place for families. The hosts we're very helpful and kind. the breakfast is definitely worth the little extra.
1,Great location close to metro for the value of the room! Enjoyed staying here.
1,Nice rooms
1,"Really nice rooms, good service, close to the metro station. Everything you need for a short trip to Paris!"
1,"Great spot for a short city break in Paris. Very affordable, and easy to get around on the nearby metro 13. Gare du Nord is the midway point if you are connecting to CDG, once there you just follow RER B. Neighbourhood is a little downtrodden but the hotel itself is perfect, and the beds are all new so very comfortable. Breakfast is €12 extra, and was ok. The jacuzzi is a very nice touch too!"
1,Perfect place. Good location and very clean. Totally recommend it. 
1,"Hidden Bargain.
After 4 weeks 8 different Airbnb stays in Paris, I booked my last 2 nights (through Airbnb) at Atypik Hotel. The Clichy-la-Garenne neighborhood, just a couple blocks outside Bd Périferique and Arr. 17th, bordered 2 upscale neighborhoods where I had previously stayed—Les Batignolles to the south and Levallois-Perrier to the west. The latter, BTY, is my favorite Paris neighborhood to date... upscale with fine shopping, cafes on every corner, characterized by gregarious locals living the Parisian life you’ve always imagined WITHOUT the hordes of tourists. Clichy seems a more mixed working class neighborhood, but don’t be deceived, the locals are respectful and the stay friendly. You can walk to Wagram or the mentioned neighborhoods in a pleasant half hour. Add 30 minutes and you can be staring up at Arc de Triomphe. Metro line 13 is just around the corner and buses run regularly. Atypik was my only Airbnb that had AC (in the worst heatwave on record). The in-room fancoil was silent and refrigerating. There are 2 supermarkets and a natural food store within 2 blocks. If the neighborhood looks a bit down turned compared to its neighbors, the Hotel seems brand new, completely remodeled top to bottom. Artistically done, too. What they call a « continental breakfast » is much more: scrambled eggs, bacon, whole wheat and white toast, baguettes, pastries, yogurts flavored and plain, muesli, fresh fruits and cheeses, all the coffees and teas, milk, and sugar or stevia for sweetening. Pay the 12€ and enjoy a good starter meal. You'll pay at least 18-24 EUR outside.  The beds have new foam mattresses = good nights sleep! You are generously allotted lots of towels. All that for $70 a night. I’ll be back. Connecting to CDG? 2 easy métros to Gare du Nord. Follow signage to RER B Aéroport. Cost less than 11€."
1,Héél tevreden
1,Bra service och lätt incheckning
1,"Clean, modern, good breakfast"
1,"Brilliant place to stay, very clean, very close to the metro which you can take to the centre of Paris, helpful friendly staff, breakfast was good, all round great"
1,Kleines süßes Hotel nicht weit weg von den Hotspots Paris und sehr gute Verkehrs-Anbindungen. Die Zimmer waren sehr sauber.
1,"This place is super cute french style. Its essentially a hotel. Check in was easy. Location was a little ways from the main tourist attractions but was very close to the metro, which we took advantage of! pretty awesome and nice front desk receptionist the couple days we were there. After a certain time, they lock the door to get inside. There is someone on duty there to let you in though. 

The room was a tad bit tiny for my liking but it was cute and had everything you need. There is no closet in the room, or iron. Overall, pleasant stay."
1,"The room is a little smaller than pictures suggest, but the room is cute and clean and you're in Paris don't worry about the room size. The tram station is almost right outside the door and it's only a 15 minute ride or so to the Eiffel tower or the Louvre. Great service answering any questions. Good breakfast for 10€ and I was tempted to steal their bed (comfortable doesn't even begin to describe it)"
1,Great hotel!!
1,Accueil très chaleureux
1,"Juste à côté de la Gare du Nord, propre. Je recommends"
1,Finalement j'ai été accueilli à l'hôtel Avalon suite à la crise sanitaire. Reclassement très bien géré par l'établissement.
1,Conforme à l annonce
1,Une bonne auberge de jeunesse à proximité de Montmartre et proche de la Gare du Nord Elle est bien desservi par les transports en commun
1,"Superbe endroit je conseille vivement, très bien équipé et chaleureux. Une équipe gentille et à l'écoute"
1,"Bien pour une nuit mais pas d'intimité car pas de rideaux sur les lits, je me suis retrouvé avec deux hommes, donc je pouvais pas me changer ou quoi"
1,très bon rapport qualité prix et conforme à la description
1,"Lit trop petit et en mauvais état, pièce trop petite, le petit déjeuner n'est pas compris (4e pour des croissant et du jus) et mauvaise gestion du check in"
1,"Correspond aux prix. 
Tt s'est bien passé"
1,"Très bon accueil 
Possibilité de laisser ses bagages dans une pièce ferméece qui est rassurant"
1,J'ai dormi en dortoir et niveau propreté rien a redire. A 30min à pieds  pour visiter le Louvre et musée d'Orsay super pratique
1,Tres pratique vu l'emplacement pres de la gare du nord et très bon accueil.
1,C'est qu'est-ce que tu paies mais c'était propre
1,"Très bien placé, à deux pas de la gare du Nord, et très pratique pour une escale rapide à Paris"
1,Plan de qualité. A recommander.
1,"Auberge de jeunesse très bien situé à côté de la gare, avec ses avantages qualité prix et inconvénients niveau voisins ronflements. Casiers sécurisé à côté du standard mais ne pas oublier d'apporter son propre cadenas pour utiliser les casiers disponibles en chambre."
1,"proche de la gare, donc pratique pour les voyageurs"
1,"Lits superposés non adaptés à des personnes de plus d'1m90. Cependant, l'accueil était super. Le matin il est possible de prendre un petit-déjeuner pour 4 € qui comprend une boisson chaude, un jus d'orange et des viennoiseries !

Pour le prix, cela est très correct en région Parisienne !

De plus, l'emplacement est proche de la Gare Paris Nord."
1,"Chambre nickel, personnes accueillantes et disponibles."
1,Je pense ne pas avoir eu de chance . Mais il me semble que c'est un bon moyen de faire des économie de voyage
1,"Emplacement génial, rapport qualité/prix excellent, service au top"
1,"C est un dortoir donc le silence et le respect du sommeil depend des différents voyageurs. Reveveil av4h par arrive de 2 autres voyageurs. Et certains sentent  pas tres bon. 
Rien a dire sur l hôte  c est un hôtel de routard correct"
1,"Très bonne adresse pour un passage rapide à Paris, l'emplacement est idéal (à deux pas de la gare du Nord), les chambres sont très propres et l'espace commun est convival."
1,Auberge très sympathique. J’ai beaucoup apprécié ce séjour. Je recommande.
1,"Il faut s'attendre à une très petite chambre. Je trouve que ça ne vaut pas les 39€ la nuit. L'emplacement en revanche est intéressant si on veut se rendre Gare du Nord, à proximité immédiate. Malheureusement, ce bon emplacement s'accompagne de son lot de nuisances sonores (bagarres) dans la rue."
1,"Pratique ,bien situé par rapport à la Gare du Nord."
1,"Bon séjour, ambiance internationale et guitares sur les murs ;)"
1,La chambre est proche de la rue. La circulation est très pratique.La chambre ne est pas loin du Sacré Cœur. Great
1,"Chambre petite et mixte certes mais un lieu commun qui est agréable et chaleureux. Endroit sécurisé, simple à trouver, un peu à l'écart de l'axe donc au calme. Petit prix donc bien pour dépanner"
1,Je vous le conseille
1,"Bien localisé, pas loin de la Gare du Nord, aussi les arrêts de bus qui passent à plusieurs endroits touristiques et que rejoindre aussi le centre de Paris. Donc, beaucoup de choix de locomotion facile, marchés, restaurants, centres commerciaux à cotés...  Lieu sécurisé et conviviale. Je recommande!"
1,"Très bon rapport qualité/ prix.
Certes un peu petit, mais cela répond aux critères d'une auberge de jeunesse."
1,Une bonne possibilité pour un petit séjour à Paris pour pas trop d'argent et près du Gare du Nord.
1,"Cet hôtel n'a pas sa place parmi les offres airbnb. Airbnb est des logement avec service fournis haut de gamme chez les particuliers. Cet hostel est une auberge. Pas de lumière pour les lits pour la lecture ou autre chose, lits grinçantd et étroits, pas de prise pour charger son téléphone, chambre mixtes. Nuisance sonore des autres voyageurs des autres chambres, l'accueil digne d'un auberge de jeunesse,  voilà."
1,"Une très joli endroit pas cher, l'idéal pour séjourner à Paris et bien profiter!!"
1,"Chambres mixtes exiguës, aucune intimité, salle de bain étroite pour 4 personnes, bien en dépannage !"
1,"Auberge bien localisée,. J'ai apprécié la flexibilité des heures d'arrivées et de départs."
1,très bon emplacement. personnel sympathique
1,J’ai passé un agréable séjour.
1,"L’accueil très gentil, parfaitement propre"
1,la chambre propre  c au top
1,"Chambres un peu petites. Les coffres ne fonctionnent pas (ne ferment pas) ce qui est un peu génant.
Lits un peu étroits.
Malgré tout bon rapport qualité prix : c'est propre et fonctionnel et prix imbattable dans le Centre de Paris. Accueil agréable et toute la nuit ce qui est appréciable."
1,Endroit très chaleureux. Au top. Je recommande.
1,"C’est une bonne place en général!!, la relation qualité prix est correcte,  aussi les réceptionnistes sont très gentils et sont toujours disponibles."
1,"En pleine canicule, on est confrontés à un vrai dilemme : dormir dans la fournaise ou fenêtre ouverte, dans le boucan des bus, des klaxons et des scooters. Bref, faudrait trouver un système de ventilation interne, à défaut d'une clim !"
1,Bien
1,"A cause du COVID-19 mon pays à fais des restrictions pour les voyages et j’ai dû annuler mon week-end à Paris, mais sûrement je viendrai chez vous tous les fois que je tombe sur Paris"
1,"Très proche à la Gare du Nord. Accueil 24/24. La chambre assez propre, mais un peu petite pour 4 personnes. Il y a une cousine avec le frigo et la chambre pour laisser le bagage. Malheureusement on avait pas de coffre dans la chambre. Pour le reste c’était plutôt bien"
1,"Super accueil, cuisine avec tout le matériel disponible, propreté"
1,C'est propre. C'est bon.
1,Great hostel in a convenient location beside the huge Gare du Nord/Gare du l'Est train stations
1,Bien!!
1,J'ai vraiment apprécié l'atmosphère et l'endroit où la place est localisé. C'étais vraiment facile pour pouvoir visiter les monument. Le quartier est vraiment sympas. Je vais définitivement réserver la encore la prochaine fois. 😊
1,"Propreté au rendez vous, accueil bienveillant, dommage que la chambre et la salle de bain soient petites."
1,"Très propre, casiers qui barrent et serrures électroniques."
1,"Emplacement excellent par rapport à la gare du nord et Sacré-Coeur. Par contre, la chambre à 4 personnes était très petite. A vérifier: s'il s'agit d'un dortoir mixte ou filles seulement. Pas très clair sur le site. Personnel très courtois."
1,"I got what I paid for, which was a 20€ night near a train station and sacré cœur. However, the usual price according to the sign is 40€, which is way more than that bed was worth. There was no soap in the bathroom, and the other people in my room came in late, the beds were creaky, the roommates were noisy, etc. I would only pay 20€ for it and I'm glad I paid that discounted price."
1,"Corresponds to the description, good service.
I think the place is very good to stay for a small period compared to other places in Paris.
All in all, location, services and rooms are great."
1,"Nice and comfortable place, close to gare du Nord. Value for money."
1,"Very friendly and good place for travelers , u recommend it"
1,Great stay!
1,Nice. Simple and cheap.
1,Good place.
1,"Very conveniently situated near Gare du Nord; the place is clean and very well kept,  and the personnel is helpful and friendly; I am completely satisfied"
1,"The support is awesome, the staff at the reception are very kind and they have a great Kitchen. I will come back and recommend the place to other travelers"
1,Welcoming and practical hostel !
1,Great for the value.
1,Great place to stay in
1,"Nice place to stay for a few nights. Not far from the Sacré Cœur and Gare du Nord, located in a dynamic area with lots of restaurants and cafés."
1,"Amazing stay, i spent 4 days there, met a lot of amazing people from different places and played guitar in reception, staff members were very friendly and helpful and kind, thanks!"
1,tres bien
1,Very good
1,Awesome stay and well located to explore Paris !
1,"great location, all the facilities, very nice reception, open 24h but a very creaky bed makes hard to sleep"
1,Nice place to stay
1,XX
1,"The apparent is very easy in its location to go about the city, It is not far from the nearest metro. Overall a good experience for a quick visit"
1,So in Paris mit solchen Preis!
1,"El hotel está cerrado por remodelaciones, me tocó adivinar como resolver la reubicacion, aunque trate de contactar al anfitrión nunca pude hacerlo, encontré el lugar después de varios minutos gracias a un chico, debo acotar que el nuevo hotel donde os reasignan está excelente en relación precio"
1,This was a last minute trip and they were really helpful and understanding
1,Muito bom. Nada pra reclamar.
1,Muy recomendable!!
1,Nice place for the value.
1,Perfect place. Clean. Amazing hospitality. Low price / good quality. Thank you very much.
1,"The place was great, displaying various useful amenities and the hospitality was outstanding."
1,"パリにて5日間滞在しましたが、宿泊のみの利用ならかなり適していると思います。
レセプション前の共有スペースでは、色んな国の方とコミュニケーション取れるのもホステルの強みだと感じました。"
1,"Good location and price, small rooms with poor ventilation, not so cleen and unfortunately difficult to get hold of to get info before check in. But very friendly staff!"
1,"Great place, relatively small, but very close to the north train station and with fully equipped kitchen! I will definitely visit them again:)"
1,Good basic hostel
1,Everything you need for a one-two nights stay in the city!
1,"Super close to the station, great value for the location and overall clean place"
1,Tudo perfeito! Ótima localização e anfitriões muito simpáticos!
1,"Es lo que vez, me toco una habitacion de 2 camarotes buen colchon muy comodo , amplio baño agua caliente, todo ok."
1,Es handelt sich um ein klassisches Hostel mit einer freundlichen Rezeption die für alle Fragen offen sind.
1,step was very gentle and kind. they alway smile and have a open mind. the location is near gare du nord. it takes 4minute to walk there. the accomodation fare is really reasonable so I could save my butget. thank you for making me good memoies.
1,"It is comfortable, the location is good and the staff is very nice and kind with you."
1,"Very clean, well organised basic hostel in a great location. Would definitely recommend for a short stay or overnight stopoff"
1,The room was different from the photos... first of all there was no terrace with the table. The restroom was not so clean. And make sure to prepare everything you need. There was not even a hand soap.
1,"Einfaches, aber sauberes Hostel. Günstige Preise. 5 Minuten zur gare du Nord, 2 Supermärkte 2 Minuten entfernt, Küchenbenutzung. Ideal für einen Kurzaufenthalt und kleines Budget."
1,really good place.near the paris nord
1,"Great room, quiet and clean, great hospitality."
1,It was really nice👌
1,It was a nice location in Paris worth for money
1,"Es un hostal, no puedes esperar mucho y el precio es relativamente barato. A pesar de ser literas las camas se me hicieron muy cómodas. Esta ubicado al norte de la ciudad y a 4 minutos de la estación del norte de paris donde puedes tomsr diferentes metros a diferentes lugares, esta muy bien conectado con los lugares turísticos.

Lleven toalla! Jaja porque yo pregunté si me iba a dar una o llevaba la mía y me dijeron que en el hostal me daban, lo que no me dijeron es que las cobran 🙄.

Yo si viví un experiencia rara mi primera noche, se veía que las camas  ya estaba ocupadas, pero faltaba una persona. A media noche llego esta mujer haciendo mucho ruido, al final le robo el bolso a otra de las compañeras, esta salió corriendo a seguirla y logró recuperar el bolso pero no supe nunca si también recuperó su dinero.  Para esto la ""ratera"" todavía volvió a regresar al cusrto se tomó un baño y ya no la volvimos a ver.

Aquí para serles sincero el hostal no hizo nada, se lavo las manos y ni siquiera pudieron ayudar a la mujer que había sido robada, ella estaba muy enojada y al final se fue al día siguiente.

Los demás días que me quedé simplemente me llevaba todas mis cosas a todos lados y cuando estaba en el cuarto, dormia con mi bolso o lo metía al baño conmigo.

Esta situación no fue mucha culpa del hostal porque parecía ser una chava que solo entraba a los hostales a ver que robaba porque no llevaba equipaje.

Sin embargo el lugar tampoco quiso ayudar ni siquiera llamando a la policía."
1,"Clean, Has many amenities : common kitchen, fridge, in the room bathroom.
Awesome hospitality, very nice people."
1,"It was one night but the place is near the train station, metro and other transport services. Supermarket, good restaurants are also around. It was clean, tidy and receptionist also well behaved, polite. Although room was pretty small for 4 people and cost for one nigh was little bit high but it is adjustable in city like PARIS."
1,"Хостел находится в пешей доступности от Монмартра, что несомненный плюс. В целом до основных достопримечательностей можно дойти меньше чем за час (проверено). Выбирайте его и не ошибётесь) Персонал безумно вежливый и дружелюбный."
1,Good place
1,It’s a good place!
1,location is great but you should focus on the decoration of the rooms.  there is only two plugs on the wall and it is far from the bed.
1,Muy buen lugar Con buena ubicación para desplazarse por lo icónico de la ciudad
1,..
1,"Gute und einfache sehr günstige Unterkunft, die Handtücher nicht vergessen einzupacken -  oder einfach vor Ort welche leihen"
1,Thanks:)
1,"Um ótimo lugar para ficar pra quem quer passar 0ouco tempo em Paris. A localização é muito boa porque dá pra fazer algumas coisas a pé e se isso não for possível, há linhas de metrô muito próximas. Bem servido de bares, restaurantes e supermercados ao redor. No geral, foi uma boa estadia."
1,I had a great experience at this hostel! The reception was lovely and allowed my to drop off my luggage early. The location is very convenient and a great option if you are planning to explore Paris and just need a cheap place to sleep. Je recommanderais fortement Viviana!
1,"It is near the Paris Nord and est so it's location is cool, but there is only 2 plug near the desk so, you can t use on the bed while charging."
1,Viviana is Kind thoughtfully and helpful and the place very good for hostel
1,"The hostel has a nice position, the staff is kind and multilingual, all in all good value for the price!"
1,"Small, friendly and great located hostel between trainstations and Monmartre. The dorm I stayed was clean, silent and with bath and shower for 4 people. Recommended!"
1,Very basic hostel but quite close to Gare du Nord station so works if you are traveling from there
1,"Ótimo Hostel, equipe muito atenciosa e atende as necessidades do cliente. ✨🙏🏽"
1,"A good hostel, clean and felt safe, obviously it all depends on who you end up sharing a room with, but overall worth the money"
1,"Es un lugar muy agradable y las personas que trabajan ahí son muy atentas y amables, me encantó que resguardan tu equipaje antes del check in y después del check out para que disfrutes de la ciudad. Excelente lugar"
1,"A pesar de contar con una muy buena y céntrica ubicación y buenas instalaciones el ritmo de las habitaciones es bastante desconcertante. El equipo  salvó algunos imprevistos,  es muy atento y resolutivo a la hora de gestionar cualquier incidente. Mi sugerencia es que si toman esta opción sea en las habitaciones privadas y, en caso de ser las compartidas sean con personas con las que vaya a realizar el viaje."
1,It’s a good place closed up to the center of Paris.
1,The hostel is great for when you will be in the city most of the time while on a city trip to Paris
1,"A pesar de contar con una muy buena y céntrica ubicación y buenas instalaciones el ritmo de las habitaciones es bastante desconcertante. El equipo  salvó algunos imprevistos,  es muy atento y resolutivo a la hora de gestionar cualquier incidente. Mi sugerencia es que si toman esta opción sea en las habitaciones privadas y, en caso de ser las compartidas sean con personas con las que vaya a realizar el viaje."
1,"everything was very good, the chill out area is very nice but the bed are squeaking and they have plastic cups for breakfast"
1,"一切都挺好的
只是床很容易发出响声"
1,Good place if you just need a bed for the night.
1,"Thanks for being a nice  host
The reception guys are really cool and friendly:) 
I totally recommend it"
1,"Удобное расположение, комфортная общая зона и тихие соседи. Очень приятное место!"
1,"Nice staff, close to Gare du Nord,and cheap!"
1,Great place
1,整体挺不错的，员工友好包容，就是浴室水有点小，室友晚上睡觉动静略大…整体很好
1,とても親切なスタッフです。
1,"So close from Train station. The accommodation perfect for backpackers. The employees (receptionist) always helping, they giving good service. I recommend !!!"
1,"Practical, humble, everything you need, close to public transit - what a hostel should be."
1,"Although the room i was in was a lot smaller than expected from the photos, even to the point of difficulty getting four peoples worth of things in there, i still had a pleasant nights sleep here and the location is perfect"
1,"WORST stay ever. I was literally robbed in this Airbnb and nobody took responsibility on it. I had to go to the police and report the crime and had to stay somewhere else just to feel a little more safe. Definitely not what your looking for your vacations, and the host was not even willing to help or at least apologize for the situation. Do yourself a favor and avoid this place and neighborhood when you visit Paris."
1,"La ubicación es perfecta si queres conocer Montmartre, a escasos metros de la Gare du Nord. El hostel no es muy grande pero si es limpio y ordenado. Los chicos de la recepción fueron muy gentiles y siempre me ayudaron y atendieron muy bien. Recomiendo el lugar."
1,"A really nice play near the train station Gare du Nord. Helpful staff and nice, comfy indoor and clean rooms."
1,"Ampliamente recomendable, cerca de la estación del tren, muy limpio y el personal super amables"
1,"Great location, super friendly team."
1,卫生间，地板什么都挺干净的，离巴黎北站火车站也很近。交通方便。
1,Good
1,Buen lugar. Solo tomar en cuenta que está lejos del centro
1,nice hostel!
1,The place is exactly as i expected. Definitely recommend it.
1,Tres bien
1,Sin electricidad para cargar celulares el díaque llegué
1,Great place
1,Nice place
1,"Location was great, but room was extremely small. If you’re looking to meet other young solo travelers, this may not be the best place, but a good spot to stay at while in Paris in terms of location."
1,Nice hostel :)
1,A hospedagem foi ótima!! A localização é perfeita.
1,"Excelente lugar! Super cerca de gare du Nord, cada habitación tiene su baño para los que están en esa habitación, excelente!"
1,The hostel is very clean and beautiful. But I think that was a little far to walk from the hostel to the Eiffel Tower. The average walking was 1 hr and half.
1,I ended up not needing the room
1,"Close to Gare du Nord. Beds are okay. Unfortunately no sockets next to the bed. Nice, friendly and clean."
1,"Todo muy bien. Me voy contento del
Hostel."
1,Great value spot. Clean and secure with easy check in
1,"Let’s start with the good things first, the place is walking distance from gare du nord, affordable and the staff service was 5 stars. They are very helpful when you need something.

Move on to the negative sides, the room is highly disappointing. I stayed in 4 beds dorm for 3 nights, it was very small and packed, the hallway can get noisy at night, and the bed squeaks every time you move. Also, there was only 2 plugs in the room with 4 people. I was forced to go to the reception whose kindly enough let me charge there. Overall, okay-ish place when you’re on budget, but i won’t probably stay again.

PS: Towel is provided for airbnb user, but no body soap, let alone hand soap or whatsoever is provided. They let you borrow the hairdryer from the reception by keeping your id until you returned it, breakfast is extra €4."
1,"convenient, reception was helpful and nice, place was clean"
1,Very good value in Paris.
1,No frills hostel. Clean and exactly what you expect from a hostel. Cheap and location is decent. Would stay again.
1,Vicinissimo alla Gare du Nord! ✌️
1,Muy buen hostel
1,"The receptionists were helpful. Location is excellent, close to gare du nord. Bathroom is clean and large. However, room is small and cramped that i even cannot walk easily because of the luggages and belongings are all around the floor. There is only a electric block near the desk which might not enough. No individual lamp for bed so i gotta turn on the light by phone everytime. There is no cool water. Every night i gotta borrow the hair dryer from reception and i wish they can provide for every room. The breakfast is just a small bread. I know I shouldn’t request too much since this hostel is quite inexpensive. Overall it’s a good hostel for quiet sleep since there is no bar. There are traffic noise outside the busy roads but it’s alright to me."
1,"Para aqueles que desejam uma acomodação bem localizada, mas sem se preocupar muito com comodidade dos quartos, esse pode ser um bom local para se hospedar."
1,"Location is really convenient for Gare du Nord, although it's not the nicest area in the city.  Great value.  The hostel is really clean, quiet, very organized and safe. Linen and towels provided. Handy kitchen with basic implements. Friendly staff. I stayed in a 4-bed dorm that was of a decent size, but the heating was too high and the room was too hot."
1,I had one night in a cosy and clean room. The guy at the reception was helpful and welcoming.
1,Good position
1,"Good value, very close to Gare du Nord"
1,"Perfect location
Super hospitality
Nice place to stay for couple of days or a night over especially if you are coming with a group you know
The rooms may be a bit small to fit 4 adults in leaving no enough space to move."
1,"The location is perfect. North and East main stations are in walking distance and the artists' neighbourhood is also nearby. The staff is very approchable, helpful and friendly. The room and bathroom were very clean. The rooms are tiny and packed with beds, which in itself is fine and, of course, also allows for the high affordability. However, in order to pack as many people as possible into one room bunk beds are used and I got unlucky with my sleeping mate below me. He moved constantly and the movement got transferred up to me and berieved me of my sleep for 7 hours straight. So in case you're vulnerable to that sort of disturbance, stay away from bunk beds. Maybe they have other rooms with regular beds, too. If that's the case I would consider to stay there again and be willing to pay more. If not, not. Thanks and check-out."
1,"Great location, friendly and proffessional reception team. Good experience!"
1,Bona opció per passar unes nits a París sense pagar massa. Molt bona ubicació.
1,"clean and tidy, good service"
1,Great place to shower/sleep for the night in Paris. I was able to leave my luggage until my train to the next city arrived! Bring a lock to lock small things in the room.
1,Very adorable hostel located right near Gare Du Nord station. The staff is very kind and helpful with any guest questions and on the lobby they have a great kitchens with a cozy atmosphere. The rooms I had were cozy with very comfortable beds and enough space for travelers. Each room has its own bathroom with no problems with hot water which is great! I definitely would suggest staying here if you’re traveling on a budget and want to meet new people from all around the world. I made some good friends while here!
1,북역 근처라 너무 늦게만 안다니시면 돼요. 시설도 좋고 깨끗하고 무엇보다 리셉션 분들이 너무 친절하십니다.
1,"This Hostel it’s near cafes, bars, restaurants and metro line oh Near the Gare Du Nord so if you looking for something inexpensive this it’s great place to stay their stuff was very helpful at all time  I recommend this and I’ll be coming back here next time ."
1,"Bathrooms were very clean and nice. Check in was very easy and the location is excellent, right next to the train station and a short walk from Sacré-Cœur.

I also left an important bag in my room when I checked out and the receptionist was extremely helpful and was able to send the bag in a taxi to me at the airport. They saved me in a pinch and I must commend them for their very fast help."
